# gaia_id               instrument   name                   type      feh0                   e_feh0   n0      feh1                   e_feh1   n1     feh                    e_feh   shift   source       ra_gaia              dec_gaia              ogle_id   monson_id   ID_ASAS         use      use_id          keep   oo_class   Nep   period     totamp   A1      A2      A3      A1_e    A2_e    A3_e    phi1     phi2    phi3     phi1_e   phi2_e   phi3_e   phi21     phi21_e   phi31   phi31_e   meanmag   meanmag_e   cost     phcov   phcov2   snr      Npt   order   minmax  
  5806921716937210496   DuPont       BS_Aps                 RRab-BL   -1.4                   0.12     74.0    -1.4                   0.13     28.0   -1.399999976158142     0.1     0.0     For2011      245.21453880158163   -71.6710854110624     NaN       NaN         162051-7140.3   asas     162051-7140.3   1.0    1.0        191   0.58256    0.414    0.157   0.068   0.045   0.005   0.006   0.006   0.011    3.172   -0.013   0.037    0.088    0.131    9.4323    0.1166    6.236   0.174     11.564    0.004       0.1616   0.965   0.948    130.0    191   5       0.577   
  5806921716937210496   DuPont       BS_Aps                 RRab-BL   -1.37                  0.1      52.0    -1.38                  0.11     25.0   -1.375                 0.1     0.0     For2011      245.21453880158163   -71.6710854110624     NaN       NaN         162051-7140.3   asas     162051-7140.3   1.0    1.0        191   0.58256    0.414    0.157   0.068   0.045   0.005   0.006   0.006   0.011    3.172   -0.013   0.037    0.088    0.131    9.4323    0.1166    6.236   0.174     11.564    0.004       0.1616   0.965   0.948    130.0    191   5       0.577   
  5806921716937210496   DuPont       BS_Aps                 RRab-BL   -1.35                  0.09     34.0    -1.36                  0.13     16.0   -1.3550000190734863    0.1     0.0     For2011      245.21453880158163   -71.6710854110624     NaN       NaN         162051-7140.3   asas     162051-7140.3   1.0    1.0        191   0.58256    0.414    0.157   0.068   0.045   0.005   0.006   0.006   0.011    3.172   -0.013   0.037    0.088    0.131    9.4323    0.1166    6.236   0.174     11.564    0.004       0.1616   0.965   0.948    130.0    191   5       0.577   
  5806921716937210496   DuPont       BS_Aps                 RRab-BL   -1.52                  0.09     46.0    -1.53                  0.1      17.0   -1.524999976158142     0.1     0.0     For2011      245.21453880158163   -71.6710854110624     NaN       NaN         162051-7140.3   asas     162051-7140.3   1.0    1.0        191   0.58256    0.414    0.157   0.068   0.045   0.005   0.006   0.006   0.011    3.172   -0.013   0.037    0.088    0.131    9.4323    0.1166    6.236   0.174     11.564    0.004       0.1616   0.965   0.948    130.0    191   5       0.577   
  6910611591970329216   UVES         BT_Aqr                 RRab-BL   -0.24200010299682617   0.172    98.0    -0.24200010299682617   0.172    18.0   -0.24200010299682617   0.102   0.0     Crestani21   314.45169330204743   -5.685207842736411    NaN       NaN         205748-0541.1   asas     205748-0541.1   1.0    1.0        189   0.406359   0.711    0.223   0.135   0.082   0.007   0.006   0.006   0.013    2.983   -0.149   0.027    0.051    0.074    9.2412    0.074     6.096   0.114     11.969    0.004       0.1816   0.971   0.956    201.7    189   8       0.856   
  6820039248616386688   UVES         BV_Aqr                 RRc-BL    -1.689000129699707     0.123    42.0    -1.690000057220459     0.128    19.0   -1.689500093460083     0.102   0.0     Crestani21   330.72498406422756   -21.52568314845744    NaN       NaN         220254-2131.5   asas     220254-2131.5   1.0    ""         165   0.363676   0.22     0.096   0.007   0.023   0.003   0.003   0.003   -0.138   1.779   1.235    0.032    0.324    0.123    8.3388    0.3313    7.933   0.152     10.548    0.002       0.2567   0.972   0.967    44.2     165   3       0.362   
  6820039248616386688   UVES         BV_Aqr                 RRc-BL    -1.5329999923706055    0.114    66.0    -1.5329999923706055    0.044    14.0   -1.5329999923706055    0.102   0.0     Crestani21   330.72498406422756   -21.52568314845744    NaN       NaN         220254-2131.5   asas     220254-2131.5   1.0    ""         165   0.363676   0.22     0.096   0.007   0.023   0.003   0.003   0.003   -0.138   1.779   1.235    0.032    0.324    0.123    8.3388    0.3313    7.933   0.152     10.548    0.002       0.2567   0.972   0.967    44.2     165   3       0.362   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.8390002250671387    0.131    86.0    -1.8390002250671387    0.154    28.0   -1.8390002250671387    0.138   0.0     Crestani21   146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.9                   0.11     58.0    -1.89                  0.12     19.0   -1.8949999809265137    0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.85                  0.1      49.0    -1.86                  0.13     23.0   -1.8550000190734863    0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.86                  0.09     50.0    -1.86                  0.09     19.0   -1.8600000143051147    0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.86                  0.1      53.0    -1.87                  0.12     16.0   -1.8650000095367432    0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.88                  0.1      55.0    -1.89                  0.07     25.0   -1.8849999904632568    0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.89                  0.09     63.0    -1.89                  0.1      20.0   -1.8899999856948853    0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.83                  0.11     76.0    -1.83                  0.1      29.0   -1.8300000429153442    0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.8                   0.09     80.0    -1.8                   0.1      23.0   -1.7999999523162842    0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.73                  0.11     82.0    -1.73                  0.11     29.0   -1.7300000190734863    0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.74                  0.1      68.0    -1.73                  0.08     23.0   -1.7350000143051147    0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.63                  0.11     26.0    -1.62                  0.12     16.0   -1.625                 0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.8                   0.09     30.0    -1.81                  0.1      25.0   -1.8049999475479126    0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.76                  0.11     30.0    -1.77                  0.1      18.0   -1.7649999856948853    0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.85                  0.11     23.0    -1.86                  0.09     19.0   -1.8550000190734863    0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -1.82                  0.08     35.0    -1.82                  0.09     21.0   -1.8200000524520874    0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          1.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  5412243359495900928   DuPont       CD_Vel                 RRab-BL   -2.14                  0.11     42.0    -2.12                  0.09     15.0   -2.130000114440918     0.1     0.0     For2011      146.15913652978963   -45.87684907040761    d01338    NaN         094438-4552.6   ogle     d01338          0.0    1.0        121   0.573507   0.565    0.208   0.093   0.058   0.003   0.003   0.003   0.0      2.789   -0.497   0.015    0.037    0.053    9.072     0.0461    5.785   0.068     11.416    0.002       0.0187   0.959   0.957    346.9    121   7       0.601   
  2688734709383609344   UVES         CP_Aqr                 RRab      -0.6180000305175781    0.13     115.0   -0.6160001754760742    0.128    22.0   -0.6170001029968262    0.102   0.0     Crestani21   317.55350817522776   -1.7212183991256298   NaN       NaN         211013-0143.3   asas     211013-0143.3   1.0    1.0        149   0.463402   0.867    0.264   0.151   0.098   0.005   0.005   0.005   -0.011   2.772   -0.61    0.02     0.033    0.057    9.0773    0.0512    5.706   0.084     11.352    0.004       0.0845   0.959   0.966    304.6    149   7       0.892   
  2576046827804121728   UVES         CSS_J015133.8+141105   RRab      -2.2880001068115234    0.06     12.0    -2.2890000343322754    0.155    8.0    -2.2885000705718994    0.102   0.0     Crestani21   27.89129676294385    14.184789616478337    NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  2576046827804121728   UVES         CSS_J015133.8+141105   RRab      -1.9060001373291016    0.088    12.0    -1.9039998054504395    0.094    9.0    -1.9049999713897705    0.102   0.0     Crestani21   27.89129676294385    14.184789616478337    NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  77849374617106176     UVES         CSS_J020033.4+141155   RRab      -1.7930002212524414    0.094    44.0    -1.7940001487731934    0.071    19.0   -1.7935001850128174    0.102   0.0     Crestani21   30.139588479163447   14.198300021603446    NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  77849374617106176     UVES         CSS_J020033.4+141155   RRab      -1.7630000114440918    0.086    31.0    -1.7630000114440918    0.11     17.0   -1.7630000114440918    0.102   0.0     Crestani21   30.139588479163447   14.198300021603446    NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  2497920651135324800   UVES         CSS_J025402.8-002512   RRc       -1.7839999198913574    0.125    24.0    -1.7849998474121094    0.17     8.0    -1.7844998836517334    0.102   0.0     Crestani21   43.5117601257877     -0.4201698651342291   NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  2497920651135324800   UVES         CSS_J025402.8-002512   RRc       -1.7589998245239258    0.099    25.0    -1.7589998245239258    0.108    6.0    -1.7589998245239258    0.102   0.0     Crestani21   43.5117601257877     -0.4201698651342291   NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  3839232130153219456   UVES         CSS_J092300.3-004031   RRab      -1.250999927520752     0.128    17.0    -1.2529997825622559    0.15     15.0   -1.251999855041504     0.102   0.0     Crestani21   140.75111716651548   -0.6753733108959457   NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  3836581314992458880   UVES         CSS_J100604.6+025304   RRc       -1.571000099182129     0.12     22.0    -1.5689997673034668    0.061    10.0   -1.5699999332427979    0.102   0.0     Crestani21   151.51940379374162   2.884334825267827     NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  3806559592377384704   XShooter     CSS_J104629.3+002929   RRab      -1.7750000953674316    0.138    14.0    -1.7750000953674316    0.183    11.0   -1.7750000953674316    0.197   0.0     Crestani21   161.62238358241402   0.49130236872811917   NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  3806559592377384704   XShooter     CSS_J104629.3+002929   RRab      -1.495999813079834     0.217    13.0    -1.4970002174377441    0.22     12.0   -1.496500015258789     0.197   0.0     Crestani21   161.62238358241402   0.49130236872811917   NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  4445885957088116608   DuPont       CSS_J164842.7+095622   RRab      -2.3969998359680176    0.122    17.0    -2.3959999084472656    0.134    14.0   -2.3964998722076416    0.138   0.0     Crestani21   252.17832470176063   9.939444506841568     NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  4445885957088116608   DuPont       CSS_J164842.7+095622   RRab      -2.2880001068115234    0.15     24.0    -2.2870001792907715    0.14     15.0   -2.2875001430511475    0.138   0.0     Crestani21   252.17832470176063   9.939444506841568     NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  6897755139944897024   DuPont       CSS_J212348.8-073205   RRab      -1.4169998168945312    0.195    55.0    -1.4190001487731934    0.189    16.0   -1.4179999828338623    0.138   0.0     Crestani21   320.95353064444384   -7.534829463232343    NaN       NaN         212349-0732.1   asas     212349-0732.1   0.0    2.0        ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  1770039418063209600   UVES         CSS_J213251.4+125330   RRab      -1.7080001831054688    0.09     31.0    -1.7059998512268066    0.119    17.0   -1.7070000171661377    0.102   0.0     Crestani21   323.21426468099685   12.891862403618044    NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  1770039418063209600   UVES         CSS_J213251.4+125330   RRab      -1.6409997940063477    0.075    26.0    -1.6409997940063477    0.103    15.0   -1.6409997940063477    0.102   0.0     Crestani21   323.21426468099685   12.891862403618044    NaN       NaN         NaN             NaN      NaN             ""     ""         ""    ""         ""       ""      ""      ""      ""      ""      ""      ""       ""      ""       ""       ""       ""       ""        ""        ""      ""        ""        ""          ""       ""      ""       ""       ""    ""      ""      
  6836508627130440064   DuPont       CSS_J214706.5-185647   RRab      -2.421999931335449     0.117    51.0    -2.4210000038146973    0.15     21.0   -2.4214999675750732    0.138   0.0     Crestani21   326.7773625611809    -18.94681276252934    NaN       NaN         214707-1856.8   asas     214707-1856.8   1.0    2.0        170   0.800081   0.345    0.146   0.054   0.019   0.006   0.006   0.005   0.013    3.132   0.354    0.04     0.103    0.331    9.3895    0.1239    6.599   0.337     12.037    0.004       0.1428   0.96    0.97     104.3    170   4       0.523   
  6836508627130440064   DuPont       CSS_J214706.5-185647   RRab      -2.4580001831054688    0.111    37.0    -2.4590001106262207    0.075    10.0   -2.4585001468658447    0.138   0.0     Crestani21   326.7773625611809    -18.94681276252934    NaN       NaN         214707-1856.8   asas     214707-1856.8   1.0    2.0        170   0.800081   0.345    0.146   0.054   0.019   0.006   0.006   0.005   0.013    3.132   0.354    0.04     0.103    0.331    9.3895    0.1239    6.599   0.337     12.037    0.004       0.1428   0.96    0.97     104.3    170   4       0.523   
  4947090013255935616   DuPont       CS_Eri                 RRc       -1.79                  0.14     74.0    -1.79                  0.15     35.0   -1.79                  0.116   0.0     Sneden2017   39.274557464044804   -42.96331002478389    NaN       CSEri       023706-4257.8   asas     023706-4257.8   1.0    ""         175   0.311331   0.33     0.162   0.028   0.014   0.001   0.001   0.001   0.007    3.135   -0.201   0.004    0.022    0.044    9.404     0.0225    6.061   0.045     8.639     0.0         0.0125   0.961   0.972    398.8    175   5       0.37    
  4947090013255935616   DuPont       CS_Eri                 RRc       -1.86                  0.17     48.0    -1.86                  0.14     33.0   -1.86                  0.116   0.0     Sneden2017   39.274557464044804   -42.96331002478389    NaN       CSEri       023706-4257.8   asas     023706-4257.8   1.0    ""         175   0.311331   0.33     0.162   0.028   0.014   0.001   0.001   0.001   0.007    3.135   -0.201   0.004    0.022    0.044    9.404     0.0225    6.061   0.045     8.639     0.0         0.0125   0.961   0.972    398.8    175   5       0.37    
  4947090013255935616   DuPont       CS_Eri                 RRc       -1.82                  0.14     61.0    -1.8                   0.12     35.0   -1.81                  0.116   0.0     Sneden2017   39.274557464044804   -42.96331002478389    NaN       CSEri       023706-4257.8   asas     023706-4257.8   1.0    ""         175   0.311331   0.33     0.162   0.028   0.014   0.001   0.001   0.001   0.007    3.135   -0.201   0.004    0.022    0.044    9.404     0.0225    6.061   0.045     8.639     0.0         0.0125   0.961   0.972    398.8    175   5       0.37    
  4947090013255935616   DuPont       CS_Eri                 RRc       -1.87                  0.14     35.0    -1.88                  0.18     27.0   -1.875                 0.116   0.0     Sneden2017   39.274557464044804   -42.96331002478389    NaN       CSEri       023706-4257.8   asas     023706-4257.8   1.0    ""         175   0.311331   0.33     0.162   0.028   0.014   0.001   0.001   0.001   0.007    3.135   -0.201   0.004    0.022    0.044    9.404     0.0225    6.061   0.045     8.639     0.0         0.0125   0.961   0.972    398.8    175   5       0.37    
  4947090013255935616   DuPont       CS_Eri                 RRc       -1.9670000076293945    0.139    86.0    -1.9670000076293945    0.146    30.0   -1.9670000076293945    0.138   0.0     Crestani21   39.274557464044804   -42.96331002478389    NaN       CSEri       023706-4257.8   asas     023706-4257.8   1.0    ""         175   0.311331   0.33     0.162   0.028   0.014   0.001   0.001   0.001   0.007    3.135   -0.201   0.004    0.022    0.044    9.404     0.0225    6.061   0.045     8.639     0.0         0.0125   0.961   0.972    398.8    175   5       0.37    
  4947090013255935616   DuPont       CS_Eri                 RRc       -1.84                  0.12     64.0    -1.82                  0.13     38.0   -1.83                  0.116   0.0     Sneden2017   39.274557464044804   -42.96331002478389    NaN       CSEri       023706-4257.8   asas     023706-4257.8   1.0    ""         175   0.311331   0.33     0.162   0.028   0.014   0.001   0.001   0.001   0.007    3.135   -0.201   0.004    0.022    0.044    9.404     0.0225    6.061   0.045     8.639     0.0         0.0125   0.961   0.972    398.8    175   5       0.37    
  4947090013255935616   DuPont       CS_Eri                 RRc       -1.77                  0.14     60.0    -1.79                  0.12     35.0   -1.78                  0.116   0.0     Sneden2017   39.274557464044804   -42.96331002478389    NaN       CSEri       023706-4257.8   asas     023706-4257.8   1.0    ""         175   0.311331   0.33     0.162   0.028   0.014   0.001   0.001   0.001   0.007    3.135   -0.201   0.004    0.022    0.044    9.404     0.0225    6.061   0.045     8.639     0.0         0.0125   0.961   0.972    398.8    175   5       0.37    
  4947090013255935616   DuPont       CS_Eri                 RRc       -1.89                  0.16     39.0    -1.87                  0.11     28.0   -1.88                  0.116   0.0     Sneden2017   39.274557464044804   -42.96331002478389    NaN       CSEri       023706-4257.8   asas     023706-4257.8   1.0    ""         175   0.311331   0.33     0.162   0.028   0.014   0.001   0.001   0.001   0.007    3.135   -0.201   0.004    0.022    0.044    9.404     0.0225    6.061   0.045     8.639     0.0         0.0125   0.961   0.972    398.8    175   5       0.37    
  4947090013255935616   DuPont       CS_Eri                 RRc       -1.85                  0.13     74.0    -1.85                  0.14     39.0   -1.85                  0.116   0.0     Sneden2017   39.274557464044804   -42.96331002478389    NaN       CSEri       023706-4257.8   asas     023706-4257.8   1.0    ""         175   0.311331   0.33     0.162   0.028   0.014   0.001   0.001   0.001   0.007    3.135   -0.201   0.004    0.022    0.044    9.404     0.0225    6.061   0.045     8.639     0.0         0.0125   0.961   0.972    398.8    175   5       0.37    
  4947090013255935616   DuPont       CS_Eri                 RRc       -1.83                  0.14     64.0    -1.82                  0.15     33.0   -1.8250000000000002    0.116   0.0     Sneden2017   39.274557464044804   -42.96331002478389    NaN       CSEri       023706-4257.8   asas     023706-4257.8   1.0    ""         175   0.311331   0.33     0.162   0.028   0.014   0.001   0.001   0.001   0.007    3.135   -0.201   0.004    0.022    0.044    9.404     0.0225    6.061   0.045     8.639     0.0         0.0125   0.961   0.972    398.8    175   5       0.37    
  5737579706158770560   UVES         DH_Hya                 RRab      -1.7829999923706055    0.095    44.0    -1.7820000648498535    0.081    19.0   -1.7825000286102295    0.102   0.0     Crestani21   135.06169223083484   -9.778998365107608    NaN       NaN         090015-0946.7   asas     090015-0946.7   1.0    1.0        220   0.489003   0.863    0.267   0.126   0.101   0.005   0.005   0.005   -0.011   2.533   -1.084   0.017    0.038    0.046    8.8372    0.0509    5.231   0.067     11.735    0.003       0.1218   0.977   0.97     368.2    220   8       0.892   
  2720896455287475584   Subaru       DH_Peg                 RRc       -1.3550000190734863    0.163    27.0    -1.3559999465942383    0.141    12.0   -1.3554999828338623    0.1     0.0     Crestani21   333.8569331580295    6.822619707395992     NaN       DHPeg       221526+0649.4   monson   DHPeg           1.0    ""         366   0.255516   0.308    0.151   0.03    0.01    0.001   0.001   0.001   0.003    3.209   -0.216   0.005    0.025    0.079    9.4856    0.0271    6.058   0.081     9.111     0.001       0.0531   0.988   0.669    352.3    366   5       0.382   
  2720896455287475584   STELLA       DH_Peg                 RRc       -1.3289999961853027    0.136    88.0    -1.3299999237060547    0.156    30.0   -1.3294999599456787    0.066   0.0     Crestani21   333.8569331580295    6.822619707395992     NaN       DHPeg       221526+0649.4   monson   DHPeg           1.0    ""         366   0.255516   0.308    0.151   0.03    0.01    0.001   0.001   0.001   0.003    3.209   -0.216   0.005    0.025    0.079    9.4856    0.0271    6.058   0.081     9.111     0.001       0.0531   0.988   0.669    352.3    366   5       0.382   
  2720896455287475584   STELLA       DH_Peg                 RRc       -1.4239997863769531    0.17     67.0    -1.4229998588562012    0.13     33.0   -1.4234998226165771    0.066   0.0     Crestani21   333.8569331580295    6.822619707395992     NaN       DHPeg       221526+0649.4   monson   DHPeg           1.0    ""         366   0.255516   0.308    0.151   0.03    0.01    0.001   0.001   0.001   0.003    3.209   -0.216   0.005    0.025    0.079    9.4856    0.0271    6.058   0.081     9.111     0.001       0.0531   0.988   0.669    352.3    366   5       0.382   
  2381771781829913984   DuPont       DN_Aqr                 RRab      -1.8                   0.15     104.0   -1.75                  0.17     28.0   -1.775                 0.047   0.0     Chadid2017   349.8218930044653    -24.216405877585753   NaN       NaN         231917-2413.0   asas     231917-2413.0   1.0    1.0        144   0.633758   0.485    0.164   0.079   0.057   0.004   0.004   0.004   0.001    2.836   -0.439   0.022    0.047    0.076    9.1171    0.0665    5.841   0.107     10.656    0.003       0.0447   0.96    0.957    232.5    144   5       0.545   
  2381771781829913984   DuPont       DN_Aqr                 RRab      -1.74                  0.13     129.0   -1.73                  0.12     33.0   -1.7349999999999999    0.047   0.0     Chadid2017   349.8218930044653    -24.216405877585753   NaN       NaN         231917-2413.0   asas     231917-2413.0   1.0    1.0        144   0.633758   0.485    0.164   0.079   0.057   0.004   0.004   0.004   0.001    2.836   -0.439   0.022    0.047    0.076    9.1171    0.0665    5.841   0.107     10.656    0.003       0.0447   0.96    0.957    232.5    144   5       0.545   
